timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-11-12 23:43:16,"$102,015.73",$2.03T,$71.24B,19.94M BTC,1.04% (24h),82%,18%
2025-11-13 00:20:04,"$101,958.10",$2.03T,$72.29B,19.94M BTC,1.33% (24h),82%,18%
2025-11-13 00:40:16,"$102,443.59",$2.04T,$71.47B,19.94M BTC,0.85% (24h),82%,18%
2025-11-13 00:52:21,"$102,769.91",$2.05T,$72.19B,19.94M BTC,0.55% (24h),82%,18%
2025-11-13 01:29:26,"$103,543.14",$2.06T,$73.5B,19.94M BTC,0% (24h),82%,18%
2025-11-13 01:53:54,"$103,480.33",$2.06T,$74.2B,19.94M BTC,0.05% (24h),82%,18%
2025-11-13 02:18:55,"$103,754.31",$2.06T,$75.77B,19.94M BTC,0.25% (24h),82%,18%
2025-11-13 02:35:18,"$103,775.43",$2.07T,$74.96B,19.94M BTC,0.33% (24h),82%,18%
2025-11-13 02:47:22,"$103,523.51",$2.06T,$76.17B,19.94M BTC,0.15% (24h),82%,18%
2025-11-13 02:56:12,"$103,431.56",$2.06T,$75.46B,19.94M BTC,0.19% (24h),82%,18%
2025-11-13 03:26:02,"$103,643.82",$2.06T,$76.33B,19.94M BTC,0.07% (24h),82%,18%
2025-11-13 03:49:54,"$103,670.41",$2.06T,$75.6B,19.94M BTC,0.41% (24h),82%,18%
2025-11-13 04:02:02,"$103,664.68",$2.06T,$74.69B,19.94M BTC,0.48% (24h),82%,18%
2025-11-13 04:32:24,"$103,095.74",$2.05T,$74.46B,19.94M BTC,1.54% (24h),82%,18%
2025-11-13 04:49:32,"$102,900.63",$2.05T,$74.36B,19.94M BTC,1.52% (24h),82%,18%
2025-11-13 04:59:26,"$102,824.49",$2.05T,$74.99B,19.94M BTC,1.59% (24h),82%,18%
2025-11-13 05:28:55,"$103,095.20",$2.05T,$74.83B,19.94M BTC,1.61% (24h),82%,18%
2025-11-13 05:49:55,"$102,937.58",$2.05T,$73.76B,19.94M BTC,1.82% (24h),82%,18%
2025-11-13 05:58:46,"$102,933.11",$2.05T,$74.44B,19.94M BTC,1.85% (24h),82%,18%
2025-11-13 06:21:42,"$102,925.09",$2.05T,$74.25B,19.94M BTC,2.08% (24h),82%,18%
2025-11-13 06:34:06,"$102,823.54",$2.05T,$73.97B,19.94M BTC,1.96% (24h),82%,18%
2025-11-13 06:46:26,"$102,955.65",$2.05T,$73.97B,19.94M BTC,1.75% (24h),82%,18%
2025-11-13 06:56:30,"$102,916.47",$2.05T,$74.01B,19.94M BTC,1.94% (24h),82%,18%
2025-11-13 07:40:22,"$103,157.73",$2.05T,$72.09B,19.94M BTC,1.7% (24h),82%,18%
2025-11-13 08:22:43,"$102,874.13",$2.05T,$73.61B,19.94M BTC,1.81% (24h),82%,18%
2025-11-13 08:51:20,"$102,540.88",$2.04T,$75.08B,19.94M BTC,2.44% (24h),82%,18%
2025-11-13 09:00:13,"$102,290.68",$2.04T,$75.1B,19.94M BTC,2.61% (24h),82%,18%
2025-11-13 09:26:25,"$102,469.93",$2.04T,$76.86B,19.94M BTC,2.22% (24h),82%,18%
2025-11-13 09:42:26,"$102,204.72",$2.03T,$77.23B,19.94M BTC,2.26% (24h),82%,18%
2025-11-13 10:22:56,"$102,271.50",$2.04T,$77.09B,19.94M BTC,1.15% (24h),82%,18%
2025-11-13 10:42:41,"$101,744.99",$2.02T,$78.57B,19.94M BTC,1.01% (24h),82%,18%
2025-11-13 10:56:56,"$101,322.34",$2.02T,$78.22B,19.94M BTC,0.78% (24h),82%,18%
2025-11-13 11:22:50,"$100,908.28",$2.01T,$77.87B,19.94M BTC,0.85% (24h),82%,18%
2025-11-13 11:50:23,"$100,995.72",$2.01T,$78.76B,19.94M BTC,0.52% (24h),82%,18%
2025-11-13 12:02:50,"$100,564.61",$2T,$80.09B,19.94M BTC,0.86% (24h),82%,18%
2025-11-13 12:32:56,"$100,391.19",$2T,$81.53B,19.94M BTC,1.18% (24h),82%,18%
2025-11-13 12:49:42,"$100,023.68",$1.99T,$81.97B,19.94M BTC,1.56% (24h),82%,18%
2025-11-13 12:58:52,"$99,751.79",$1.98T,$82.64B,19.94M BTC,1.95% (24h),82%,18%
2025-11-13 13:33:07,"$98,934.82",$1.97T,$86.66B,19.94M BTC,2.55% (24h),82%,18%
2025-11-13 13:54:31,"$98,309.63",$1.96T,$88.3B,19.94M BTC,3.11% (24h),82%,18%
