timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2025-11-09 06:28:19,"$102,193.70",$2.03T,$48.3B,19.94M BTC,0.3% (24h),82%,18%
2025-11-09 06:39:24,"$102,054.19",$2.03T,$49.34B,19.94M BTC,0.09% (24h),82%,18%
2025-11-09 06:49:32,"$102,228.00",$2.03T,$48.52B,19.94M BTC,0.38% (24h),82%,18%
2025-11-09 06:58:56,"$102,203.83",$2.03T,$48.83B,19.94M BTC,0.42% (24h),82%,18%
2025-11-09 07:41:43,"$102,167.22",$2.03T,$49.14B,19.94M BTC,0.17% (24h),82%,18%
2025-11-09 08:06:34,"$102,187.73",$2.03T,$48.37B,19.94M BTC,0.29% (24h),82%,18%
2025-11-09 08:32:37,"$102,557.78",$2.04T,$48.9B,19.94M BTC,0.53% (24h),82%,18%
2025-11-09 08:46:06,"$102,748.49",$2.04T,$49.12B,19.94M BTC,0.79% (24h),82%,18%
2025-11-09 08:56:34,"$102,847.57",$2.05T,$48.34B,19.94M BTC,0.93% (24h),82%,18%
2025-11-09 09:15:30,"$103,041.98",$2.05T,$47.68B,19.94M BTC,1.42% (24h),82%,18%
2025-11-09 09:32:44,"$103,825.69",$2.07T,$48.92B,19.94M BTC,2.09% (24h),82%,18%
2025-11-09 09:46:42,"$103,299.69",$2.06T,$50.95B,19.94M BTC,1.37% (24h),82%,18%
2025-11-09 09:56:23,"$103,189.51",$2.05T,$50.38B,19.94M BTC,1.29% (24h),82%,18%
2025-11-09 10:16:23,"$103,412.51",$2.06T,$51.64B,19.94M BTC,1.5% (24h),82%,18%
2025-11-09 10:31:52,"$103,517.90",$2.06T,$50.83B,19.94M BTC,1.94% (24h),82%,18%
2025-11-09 10:45:58,"$103,850.08",$2.07T,$52.11B,19.94M BTC,2.29% (24h),82%,18%
2025-11-09 10:56:37,"$103,769.09",$2.06T,$51.63B,19.94M BTC,2.03% (24h),82%,18%
2025-11-09 11:20:22,"$103,458.11",$2.06T,$52.17B,19.94M BTC,1.66% (24h),82%,18%
2025-11-09 11:40:29,"$103,429.78",$2.06T,$53.07B,19.94M BTC,1.53% (24h),82%,18%
2025-11-09 11:50:44,"$103,657.50",$2.06T,$53.14B,19.94M BTC,1.86% (24h),82%,18%
2025-11-09 12:00:14,"$103,830.39",$2.07T,$52.56B,19.94M BTC,1.95% (24h),82%,18%
2025-11-09 12:21:02,"$103,389.81",$2.06T,$52.61B,19.94M BTC,1.61% (24h),82%,18%
2025-11-09 12:33:31,"$103,745.89",$2.06T,$53.37B,19.94M BTC,1.9% (24h),82%,18%
2025-11-09 12:46:58,"$103,595.06",$2.06T,$53.49B,19.94M BTC,1.65% (24h),82%,18%
2025-11-09 12:56:27,"$103,594.63",$2.06T,$52.69B,19.94M BTC,1.63% (24h),82%,18%
2025-11-09 13:23:40,"$103,602.41",$2.06T,$52.44B,19.94M BTC,1.63% (24h),82%,18%
2025-11-09 13:45:05,"$103,788.56",$2.07T,$52.22B,19.94M BTC,1.71% (24h),82%,18%
2025-11-09 13:56:10,"$104,377.46",$2.08T,$52.74B,19.94M BTC,2.19% (24h),82%,18%
2025-11-09 14:14:22,"$104,301.25",$2.08T,$53.35B,19.94M BTC,2.14% (24h),82%,18%
2025-11-09 14:27:02,"$104,442.69",$2.08T,$53.57B,19.94M BTC,2.78% (24h),82%,18%
2025-11-09 14:38:26,"$104,749.55",$2.08T,$53.8B,19.94M BTC,2.81% (24h),82%,18%
2025-11-09 14:48:19,"$104,690.02",$2.08T,$53.93B,19.94M BTC,2.65% (24h),82%,18%
2025-11-09 14:57:31,"$104,760.38",$2.08T,$54.07B,19.94M BTC,2.81% (24h),82%,18%
2025-11-09 15:20:47,"$104,459.00",$2.08T,$54.77B,19.94M BTC,2.36% (24h),82%,18%
2025-11-09 15:35:01,"$104,669.08",$2.08T,$54.99B,19.94M BTC,2.53% (24h),82%,18%
2025-11-09 15:46:44,"$104,517.98",$2.08T,$54.01B,19.94M BTC,2.36% (24h),82%,18%
2025-11-09 15:55:44,"$104,614.03",$2.08T,$54.12B,19.94M BTC,2.48% (24h),82%,18%
2025-11-09 16:16:20,"$104,436.85",$2.08T,$55.64B,19.94M BTC,2.33% (24h),82%,18%
2025-11-09 16:30:34,"$104,625.57",$2.08T,$56.47B,19.94M BTC,2.5% (24h),82%,18%
2025-11-09 16:41:16,"$104,782.17",$2.09T,$56.64B,19.94M BTC,2.46% (24h),82%,18%
2025-11-09 16:51:26,"$104,668.94",$2.08T,$56.63B,19.94M BTC,2.31% (24h),82%,18%
2025-11-09 17:00:49,"$104,565.89",$2.08T,$56.61B,19.94M BTC,2.24% (24h),82%,18%
2025-11-09 17:25:49,"$104,501.58",$2.08T,$56.82B,19.94M BTC,2.15% (24h),82%,18%
2025-11-09 17:40:30,"$104,227.53",$2.07T,$57.1B,19.94M BTC,1.96% (24h),82%,18%
2025-11-09 17:49:56,"$104,387.16",$2.08T,$57.23B,19.94M BTC,2% (24h),82%,18%
2025-11-09 17:59:34,"$104,669.30",$2.08T,$57.99B,19.94M BTC,2.24% (24h),82%,18%
2025-11-09 18:21:15,"$104,863.72",$2.09T,$58.69B,19.94M BTC,2.4% (24h),82%,18%
2025-11-09 18:32:23,"$104,658.16",$2.08T,$57.83B,19.94M BTC,2.15% (24h),82%,18%
2025-11-09 18:46:31,"$104,563.46",$2.08T,$59.34B,19.94M BTC,2.15% (24h),82%,18%
2025-11-09 18:56:06,"$104,740.62",$2.08T,$59.65B,19.94M BTC,2.4% (24h),82%,18%
2025-11-09 20:25:10,"$106,211.78",$2.11T,$64.67B,19.94M BTC,4.23% (24h),82%,18%
2025-11-09 22:06:25,"$106,150.90",$2.11T,$67.18B,19.94M BTC,4.46% (24h),82%,18%
2025-11-09 22:57:08,"$106,055.46",$2.11T,$68.18B,19.94M BTC,4.32% (24h),82%,18%
2025-11-09 23:27:18,"$105,877.02",$2.11T,$67.87B,19.94M BTC,3.77% (24h),82%,18%
2025-11-09 23:48:28,"$105,930.88",$2.11T,$67.7B,19.94M BTC,4.03% (24h),82%,18%
2025-11-09 23:58:17,"$106,176.95",$2.11T,$68.43B,19.94M BTC,4.37% (24h),82%,18%
2025-11-10 00:23:16,"$106,347.07",$2.12T,$67.57B,19.94M BTC,4.5% (24h),82%,18%
2025-11-10 00:43:40,"$106,129.60",$2.11T,$68.05B,19.94M BTC,4.18% (24h),82%,18%
2025-11-10 00:56:45,"$106,062.56",$2.11T,$67.83B,19.94M BTC,4.11% (24h),82%,18%
2025-11-10 01:30:07,"$106,098.16",$2.11T,$68.29B,19.94M BTC,4.15% (24h),82%,18%
2025-11-10 01:55:14,"$106,193.15",$2.11T,$68.44B,19.94M BTC,4.38% (24h),82%,18%
2025-11-10 02:19:29,"$106,368.67",$2.12T,$67.43B,19.94M BTC,4.53% (24h),82%,18%
2025-11-10 02:35:14,"$106,304.33",$2.12T,$68.59B,19.94M BTC,4.36% (24h),82%,18%
2025-11-10 02:47:25,"$106,355.32",$2.12T,$68.98B,19.94M BTC,4.41% (24h),82%,18%
2025-11-10 02:56:15,"$106,389.39",$2.12T,$69.2B,19.94M BTC,4.42% (24h),82%,18%
2025-11-10 03:27:27,"$106,250.78",$2.11T,$69.09B,19.94M BTC,4.33% (24h),82%,18%
2025-11-10 03:50:50,"$105,961.29",$2.11T,$67.99B,19.94M BTC,3.99% (24h),82%,18%
2025-11-10 04:01:47,"$106,009.27",$2.11T,$68.24B,19.94M BTC,3.94% (24h),82%,18%
2025-11-10 04:34:36,"$106,400.92",$2.12T,$70.23B,19.94M BTC,4.39% (24h),82%,18%
2025-11-10 04:51:14,"$106,531.80",$2.12T,$70.53B,19.94M BTC,4.69% (24h),82%,18%
2025-11-10 05:00:45,"$106,435.53",$2.12T,$70.68B,19.94M BTC,4.71% (24h),82%,18%
2025-11-10 05:34:06,"$106,102.60",$2.11T,$71.2B,19.94M BTC,4.39% (24h),82%,18%
2025-11-10 05:51:53,"$106,044.29",$2.11T,$70.3B,19.94M BTC,4.1% (24h),82%,18%
2025-11-10 06:01:31,"$105,988.09",$2.11T,$70.31B,19.94M BTC,4.02% (24h),82%,18%
2025-11-10 06:25:28,"$106,071.57",$2.11T,$70.97B,19.94M BTC,3.84% (24h),82%,18%
2025-11-10 06:39:25,"$106,180.79",$2.11T,$70.95B,19.94M BTC,4.01% (24h),82%,18%
2025-11-10 06:49:33,"$106,246.51",$2.11T,$70.18B,19.94M BTC,3.94% (24h),82%,18%
2025-11-10 06:58:39,"$106,189.01",$2.11T,$70.16B,19.94M BTC,3.89% (24h),82%,18%
2025-11-10 07:48:59,"$105,924.37",$2.11T,$71.19B,19.94M BTC,3.73% (24h),82%,18%
2025-11-10 08:24:27,"$106,118.31",$2.11T,$71.74B,19.94M BTC,3.66% (24h),82%,18%
2025-11-10 08:49:09,"$106,411.95",$2.12T,$70.83B,19.94M BTC,3.47% (24h),82%,18%
2025-11-10 08:59:00,"$106,530.63",$2.12T,$70.78B,19.94M BTC,3.55% (24h),82%,18%
2025-11-10 09:24:32,"$106,237.11",$2.11T,$70.51B,19.94M BTC,2.99% (24h),82%,18%
2025-11-10 09:44:47,"$105,681.38",$2.1T,$69.42B,19.94M BTC,2.31% (24h),82%,18%
2025-11-10 09:56:54,"$104,809.56",$2.09T,$69.7B,19.94M BTC,1.55% (24h),82%,18%
2025-11-10 10:20:58,"$105,243.86",$2.09T,$71.48B,19.94M BTC,1.63% (24h),82%,18%
2025-11-10 10:41:05,"$105,329.16",$2.1T,$72.8B,19.94M BTC,1.55% (24h),82%,18%
2025-11-10 10:53:08,"$104,735.14",$2.08T,$73.19B,19.94M BTC,0.75% (24h),82%,18%
2025-11-10 11:24:41,"$105,131.50",$2.09T,$73.15B,19.94M BTC,1.62% (24h),82%,18%
2025-11-10 11:51:13,"$105,080.77",$2.09T,$74.19B,19.94M BTC,1.36% (24h),82%,18%
2025-11-10 12:02:22,"$105,217.13",$2.09T,$74.26B,19.94M BTC,1.28% (24h),82%,18%
2025-11-10 12:30:43,"$105,388.31",$2.1T,$73.71B,19.94M BTC,1.75% (24h),82%,18%
2025-11-10 12:43:48,"$105,661.17",$2.1T,$74.46B,19.94M BTC,2.06% (24h),82%,18%
2025-11-10 12:56:29,"$105,748.99",$2.1T,$73.45B,19.94M BTC,2.07% (24h),82%,18%
2025-11-10 13:27:53,"$105,989.44",$2.11T,$75.27B,19.94M BTC,2.27% (24h),82%,18%
2025-11-10 13:50:31,"$105,887.30",$2.11T,$74.47B,19.94M BTC,1.54% (24h),82%,18%
2025-11-10 14:00:25,"$105,462.43",$2.1T,$73.84B,19.94M BTC,0.91% (24h),82%,18%
2025-11-10 14:22:57,"$105,614.73",$2.1T,$73.53B,19.94M BTC,1.23% (24h),82%,18%
2025-11-10 14:38:05,"$105,538.21",$2.1T,$74.01B,19.94M BTC,0.78% (24h),82%,18%
2025-11-10 14:47:47,"$105,910.13",$2.11T,$72.79B,19.94M BTC,1.1% (24h),82%,18%
2025-11-10 14:57:42,"$105,957.13",$2.11T,$72.82B,19.94M BTC,1.14% (24h),82%,18%
2025-11-10 15:24:47,"$106,064.76",$2.11T,$72.96B,19.94M BTC,1.5% (24h),82%,18%
2025-11-10 15:44:33,"$106,229.56",$2.11T,$71.99B,19.94M BTC,1.6% (24h),82%,18%
2025-11-10 15:57:38,"$105,861.44",$2.11T,$71.77B,19.94M BTC,1.22% (24h),82%,18%
2025-11-10 16:19:11,"$105,581.09",$2.1T,$72.28B,19.94M BTC,1.03% (24h),82%,18%
2025-11-10 16:34:30,"$105,539.13",$2.1T,$72.26B,19.94M BTC,0.89% (24h),82%,18%
2025-11-10 16:47:01,"$105,443.66",$2.1T,$72.17B,19.94M BTC,0.66% (24h),82%,18%
2025-11-10 16:56:49,"$105,480.78",$2.1T,$72.29B,19.94M BTC,0.97% (24h),82%,18%
2025-11-10 17:19:16,"$105,506.32",$2.1T,$71.18B,19.94M BTC,0.84% (24h),82%,18%
2025-11-10 17:39:20,"$105,688.23",$2.1T,$70.75B,19.94M BTC,1.39% (24h),82%,18%
2025-11-10 17:50:45,"$105,852.55",$2.11T,$70.54B,19.94M BTC,1.37% (24h),82%,18%
2025-11-10 17:59:42,"$106,036.60",$2.11T,$70.43B,19.94M BTC,1.28% (24h),82%,18%
2025-11-10 18:24:38,"$106,215.49",$2.11T,$69.24B,19.94M BTC,1.35% (24h),82%,18%
2025-11-10 18:39:31,"$106,017.20",$2.11T,$69.69B,19.94M BTC,1.36% (24h),82%,18%
2025-11-10 18:49:00,"$106,230.04",$2.11T,$69.66B,19.94M BTC,1.58% (24h),82%,18%
2025-11-10 18:58:29,"$105,995.90",$2.11T,$69.65B,19.94M BTC,1.19% (24h),82%,18%
2025-11-10 20:48:01,"$106,589.71",$2.12T,$64.95B,19.94M BTC,0.68% (24h),82%,18%
2025-11-10 22:07:07,"$106,752.60",$2.12T,$67.66B,19.94M BTC,0.6% (24h),82%,18%
2025-11-10 22:53:00,"$106,494.08",$2.12T,$65.67B,19.94M BTC,0.36% (24h),82%,18%
2025-11-10 23:23:51,"$106,239.91",$2.11T,$66.97B,19.94M BTC,0.25% (24h),82%,18%
2025-11-10 23:46:27,"$105,821.53",$2.11T,$67.53B,19.94M BTC,0.09% (24h),82%,18%
2025-11-10 23:57:14,"$105,738.71",$2.1T,$67.68B,19.94M BTC,0.42% (24h),82%,18%
2025-11-11 00:19:37,"$105,299.54",$2.1T,$68.21B,19.94M BTC,1.03% (24h),82%,18%
2025-11-11 00:40:12,"$105,365.72",$2.1T,$68.43B,19.94M BTC,0.72% (24h),82%,18%
2025-11-11 00:50:04,"$105,362.08",$2.1T,$68.56B,19.94M BTC,0.73% (24h),82%,18%
2025-11-11 00:59:27,"$105,257.89",$2.09T,$68.88B,19.94M BTC,0.76% (24h),82%,18%
2025-11-11 01:36:42,"$105,088.52",$2.09T,$70.55B,19.94M BTC,0.99% (24h),82%,18%
2025-11-11 01:56:26,"$105,151.04",$2.09T,$70.13B,19.94M BTC,0.95% (24h),82%,18%
2025-11-11 02:19:22,"$105,040.02",$2.09T,$71.41B,19.94M BTC,1.25% (24h),82%,18%
2025-11-11 02:35:56,"$105,203.07",$2.09T,$70.62B,19.94M BTC,1.05% (24h),82%,18%
2025-11-11 02:47:44,"$104,853.56",$2.09T,$70.54B,19.94M BTC,1.42% (24h),82%,18%
2025-11-11 02:57:24,"$104,803.30",$2.09T,$70.73B,19.94M BTC,1.48% (24h),82%,18%
2025-11-11 03:26:54,"$105,202.00",$2.09T,$70.55B,19.94M BTC,1.02% (24h),82%,18%
2025-11-11 03:49:47,"$105,080.51",$2.09T,$71.11B,19.94M BTC,0.79% (24h),82%,18%
2025-11-11 04:01:18,"$105,134.95",$2.09T,$70.28B,19.94M BTC,0.8% (24h),82%,18%
2025-11-11 04:31:37,"$105,323.23",$2.1T,$69.76B,19.94M BTC,1% (24h),82%,18%
2025-11-11 04:46:24,"$105,048.70",$2.09T,$69.48B,19.94M BTC,1.36% (24h),82%,18%
2025-11-11 04:55:38,"$104,985.91",$2.09T,$69.45B,19.94M BTC,1.41% (24h),82%,18%
2025-11-11 05:21:53,"$105,139.01",$2.09T,$67.89B,19.94M BTC,1.11% (24h),82%,18%
2025-11-11 05:44:44,"$105,178.61",$2.09T,$68.5B,19.94M BTC,0.83% (24h),82%,18%
2025-11-11 05:57:02,"$105,086.62",$2.09T,$69.88B,19.94M BTC,0.83% (24h),82%,18%
2025-11-11 06:17:19,"$105,258.79",$2.09T,$67.52B,19.94M BTC,0.77% (24h),82%,18%
2025-11-11 06:32:35,"$105,298.13",$2.1T,$69.46B,19.94M BTC,0.84% (24h),82%,18%
2025-11-11 06:46:44,"$105,436.26",$2.1T,$69.57B,19.94M BTC,0.77% (24h),82%,18%
2025-11-11 06:56:20,"$105,168.56",$2.09T,$69.56B,19.94M BTC,0.99% (24h),82%,18%
2025-11-11 07:38:43,"$104,880.74",$2.09T,$67.33B,19.94M BTC,0.98% (24h),82%,18%
2025-11-11 08:20:16,"$104,437.27",$2.08T,$70.67B,19.94M BTC,1.66% (24h),82%,18%
2025-11-11 08:45:53,"$104,379.78",$2.08T,$74.01B,19.94M BTC,1.92% (24h),82%,18%
2025-11-11 08:57:24,"$104,383.73",$2.08T,$74.35B,19.94M BTC,1.97% (24h),82%,18%
2025-11-11 09:21:10,"$104,513.63",$2.08T,$73.99B,19.94M BTC,1.65% (24h),82%,18%
2025-11-11 09:42:55,"$104,198.09",$2.07T,$73.28B,19.94M BTC,1.38% (24h),82%,18%
2025-11-11 09:57:05,"$104,282.11",$2.08T,$73.07B,19.94M BTC,0.5% (24h),82%,18%
2025-11-11 10:21:12,"$104,080.45",$2.07T,$72.12B,19.94M BTC,1.1% (24h),82%,18%
2025-11-11 10:40:56,"$103,544.50",$2.06T,$71.43B,19.94M BTC,1.69% (24h),82%,18%
2025-11-11 10:52:37,"$103,360.33",$2.06T,$72.07B,19.94M BTC,1.53% (24h),82%,18%
2025-11-11 11:24:00,"$103,652.04",$2.06T,$72.66B,19.94M BTC,1.34% (24h),82%,18%
2025-11-11 11:50:02,"$103,566.97",$2.06T,$71.88B,19.94M BTC,1.43% (24h),82%,18%
2025-11-11 12:01:35,"$103,395.41",$2.06T,$72.41B,19.94M BTC,1.75% (24h),82%,18%
2025-11-11 12:27:15,"$103,384.79",$2.06T,$72.09B,19.94M BTC,1.86% (24h),82%,18%
2025-11-11 12:42:17,"$102,971.82",$2.05T,$71.19B,19.94M BTC,2.57% (24h),82%,18%
2025-11-11 12:57:01,"$103,263.00",$2.05T,$71.44B,19.94M BTC,2.34% (24h),82%,18%
2025-11-11 13:26:30,"$103,117.80",$2.05T,$71.47B,19.94M BTC,2.68% (24h),82%,18%
2025-11-11 13:50:26,"$103,457.39",$2.06T,$71.04B,19.94M BTC,2.3% (24h),82%,18%
2025-11-11 14:00:35,"$103,376.62",$2.06T,$71.37B,19.94M BTC,2.03% (24h),82%,18%
2025-11-11 14:23:16,"$103,260.06",$2.05T,$71.79B,19.94M BTC,2.2% (24h),82%,18%
2025-11-11 14:38:23,"$103,194.07",$2.05T,$71.94B,19.94M BTC,2.22% (24h),82%,18%
2025-11-11 14:48:39,"$103,288.32",$2.06T,$71.83B,19.94M BTC,2.47% (24h),82%,18%
2025-11-11 14:57:47,"$103,256.16",$2.05T,$71.8B,19.94M BTC,2.55% (24h),82%,18%
2025-11-11 15:22:45,"$103,168.38",$2.05T,$70.02B,19.94M BTC,2.66% (24h),82%,18%
2025-11-11 15:42:54,"$102,794.39",$2.05T,$71.1B,19.94M BTC,3.22% (24h),82%,18%
2025-11-11 15:56:14,"$102,819.25",$2.05T,$71.17B,19.94M BTC,2.85% (24h),82%,18%
2025-11-11 16:17:06,"$102,950.03",$2.05T,$70.65B,19.94M BTC,2.45% (24h),82%,18%
2025-11-11 16:32:56,"$102,663.60",$2.04T,$70.31B,19.94M BTC,2.72% (24h),82%,18%
2025-11-11 16:47:07,"$102,489.68",$2.04T,$70.77B,19.94M BTC,2.8% (24h),82%,18%
2025-11-11 16:56:38,"$102,688.50",$2.04T,$70.6B,19.94M BTC,2.65% (24h),82%,18%
2025-11-11 17:18:17,"$102,647.99",$2.04T,$70.73B,19.94M BTC,2.67% (24h),82%,18%
2025-11-11 17:37:05,"$102,992.06",$2.05T,$71.01B,19.94M BTC,2.52% (24h),82%,18%
2025-11-11 17:47:42,"$102,930.20",$2.05T,$71.08B,19.94M BTC,2.57% (24h),82%,18%
2025-11-11 17:57:21,"$103,053.15",$2.05T,$71.02B,19.94M BTC,2.77% (24h),82%,18%
2025-11-11 18:18:44,"$103,080.51",$2.05T,$71.46B,19.94M BTC,2.89% (24h),82%,18%
2025-11-11 18:33:24,"$102,945.31",$2.05T,$71.53B,19.94M BTC,3.04% (24h),82%,18%
2025-11-11 18:46:55,"$102,965.68",$2.05T,$71.3B,19.94M BTC,2.99% (24h),82%,18%
2025-11-11 18:56:45,"$103,039.77",$2.05T,$71.42B,19.94M BTC,2.77% (24h),82%,18%
2025-11-11 20:23:28,"$103,128.65",$2.05T,$68.69B,19.94M BTC,3.91% (24h),82%,18%
2025-11-11 21:57:22,"$103,129.94",$2.05T,$65.43B,19.94M BTC,3.2% (24h),82%,18%
2025-11-11 22:45:32,"$103,312.67",$2.06T,$63.63B,19.94M BTC,2.9% (24h),82%,18%
2025-11-11 23:03:00,"$103,229.77",$2.05T,$63.65B,19.94M BTC,3.05% (24h),82%,18%
2025-11-11 23:37:19,"$103,105.19",$2.05T,$60.74B,19.94M BTC,2.71% (24h),82%,18%
2025-11-11 23:51:47,"$103,132.06",$2.05T,$62.02B,19.94M BTC,2.47% (24h),82%,18%
2025-11-12 00:00:53,"$103,264.87",$2.05T,$62.47B,19.94M BTC,2.31% (24h),82%,18%
2025-11-12 00:29:46,"$103,351.83",$2.06T,$61.22B,19.94M BTC,1.98% (24h),82%,18%
2025-11-12 00:46:03,"$103,335.14",$2.06T,$61.79B,19.94M BTC,1.92% (24h),82%,18%
2025-11-12 00:56:36,"$103,376.59",$2.06T,$61.63B,19.94M BTC,1.9% (24h),82%,18%
2025-11-12 01:29:30,"$103,549.89",$2.06T,$60.49B,19.94M BTC,1.45% (24h),82%,18%
2025-11-12 01:53:59,"$103,429.37",$2.06T,$60.25B,19.94M BTC,1.56% (24h),82%,18%
2025-11-12 02:19:23,"$103,461.76",$2.06T,$60.23B,19.94M BTC,1.5% (24h),82%,18%
2025-11-12 02:35:27,"$103,438.67",$2.06T,$60.31B,19.94M BTC,1.67% (24h),82%,18%
2025-11-12 02:47:29,"$103,330.60",$2.06T,$60.29B,19.94M BTC,1.47% (24h),82%,18%
2025-11-12 02:56:58,"$103,234.96",$2.05T,$60.09B,19.94M BTC,1.56% (24h),82%,18%
2025-11-12 03:27:32,"$103,756.37",$2.06T,$59.39B,19.94M BTC,1.36% (24h),82%,18%
2025-11-12 03:52:13,"$104,186.36",$2.07T,$60.71B,19.94M BTC,0.83% (24h),82%,18%
2025-11-12 04:21:28,"$104,952.21",$2.09T,$61.37B,19.94M BTC,0.23% (24h),82%,18%
2025-11-12 04:41:17,"$104,561.62",$2.08T,$62.71B,19.94M BTC,0.78% (24h),82%,18%
2025-11-12 04:52:32,"$104,555.73",$2.08T,$63.39B,19.94M BTC,0.42% (24h),82%,18%
2025-11-12 05:21:42,"$104,719.31",$2.08T,$62.61B,19.94M BTC,0.39% (24h),82%,18%
2025-11-12 05:44:56,"$104,834.79",$2.09T,$63.39B,19.94M BTC,0.34% (24h),82%,18%
2025-11-12 05:57:28,"$104,879.11",$2.09T,$63.65B,19.94M BTC,0.19% (24h),82%,18%
2025-11-12 06:18:23,"$105,086.65",$2.09T,$64.05B,19.94M BTC,0.14% (24h),82%,18%
2025-11-12 06:32:45,"$104,864.95",$2.09T,$65.01B,19.94M BTC,0.41% (24h),82%,18%
2025-11-12 06:47:13,"$104,795.35",$2.09T,$64.54B,19.94M BTC,0.61% (24h),82%,18%
2025-11-12 06:56:30,"$104,949.26",$2.09T,$64.53B,19.94M BTC,0.23% (24h),82%,18%
2025-11-12 07:39:46,"$104,958.09",$2.09T,$64.85B,19.94M BTC,0.11% (24h),82%,18%
2025-11-12 08:22:36,"$104,822.14",$2.09T,$62.09B,19.94M BTC,0.36% (24h),82%,18%
2025-11-12 08:51:13,"$105,124.04",$2.09T,$58.87B,19.94M BTC,0.57% (24h),82%,18%
2025-11-12 09:00:11,"$105,014.79",$2.09T,$58.56B,19.94M BTC,0.62% (24h),82%,18%
2025-11-12 09:28:45,"$104,767.13",$2.08T,$58.33B,19.94M BTC,0.25% (24h),82%,18%
2025-11-12 09:48:19,"$104,286.29",$2.08T,$57.6B,19.94M BTC,0.14% (24h),82%,18%
2025-11-12 09:58:34,"$104,003.50",$2.07T,$57.91B,19.94M BTC,0.41% (24h),82%,18%
2025-11-12 10:27:01,"$103,463.33",$2.06T,$57.98B,19.94M BTC,0.64% (24h),82%,18%
2025-11-12 10:46:22,"$102,741.79",$2.04T,$58.22B,19.94M BTC,0.71% (24h),82%,18%
2025-11-12 10:58:49,"$102,116.23",$2.03T,$57.75B,19.94M BTC,1.36% (24h),82%,18%
2025-11-12 11:31:23,"$101,786.14",$2.03T,$60.02B,19.94M BTC,1.52% (24h),82%,18%
2025-11-12 11:54:57,"$101,475.81",$2.02T,$60.92B,19.94M BTC,1.99% (24h),82%,18%
2025-11-12 12:19:45,"$101,442.26",$2.02T,$61.27B,19.94M BTC,1.98% (24h),82%,18%
2025-11-12 12:38:32,"$101,873.37",$2.03T,$62.08B,19.94M BTC,1.17% (24h),82%,18%
2025-11-12 12:47:56,"$101,743.22",$2.02T,$61.33B,19.94M BTC,1.18% (24h),82%,18%
2025-11-12 12:57:37,"$101,786.62",$2.03T,$61.26B,19.94M BTC,1.42% (24h),82%,18%
2025-11-12 13:29:15,"$101,666.70",$2.02T,$62.02B,19.94M BTC,1.5% (24h),82%,18%
2025-11-12 13:50:46,"$101,422.72",$2.02T,$62.23B,19.94M BTC,1.96% (24h),82%,18%
2025-11-12 14:00:00,"$101,576.71",$2.02T,$61.68B,19.94M BTC,1.76% (24h),82%,18%
2025-11-12 14:22:29,"$101,135.06",$2.01T,$62.2B,19.94M BTC,2.04% (24h),82%,18%
2025-11-12 14:39:18,"$101,073.40",$2.01T,$62.51B,19.94M BTC,2.02% (24h),82%,18%
2025-11-12 14:49:24,"$101,238.75",$2.01T,$63.89B,19.94M BTC,2.01% (24h),82%,18%
2025-11-12 14:58:30,"$101,313.24",$2.02T,$63.84B,19.94M BTC,1.89% (24h),82%,18%
2025-11-12 15:26:46,"$101,644.55",$2.02T,$63.78B,19.94M BTC,1.48% (24h),82%,18%
2025-11-12 15:43:37,"$101,640.84",$2.02T,$64.48B,19.94M BTC,1.13% (24h),82%,18%
2025-11-12 15:56:54,"$101,626.74",$2.02T,$64.8B,19.94M BTC,1.15% (24h),82%,18%
2025-11-12 16:18:21,"$101,805.35",$2.03T,$61.99B,19.94M BTC,1.1% (24h),82%,18%
2025-11-12 16:34:20,"$101,798.92",$2.03T,$64.1B,19.94M BTC,0.81% (24h),82%,18%
2025-11-12 16:45:50,"$101,793.84",$2.03T,$64.83B,19.94M BTC,0.69% (24h),82%,18%
2025-11-12 16:56:27,"$101,787.70",$2.03T,$64.19B,19.94M BTC,0.87% (24h),82%,18%
2025-11-12 17:18:10,"$101,549.50",$2.02T,$64.11B,19.94M BTC,1.06% (24h),82%,18%
2025-11-12 17:35:17,"$101,645.54",$2.02T,$63.84B,19.94M BTC,1.26% (24h),82%,18%
2025-11-12 17:47:08,"$101,844.90",$2.03T,$64.96B,19.94M BTC,1.04% (24h),82%,18%
2025-11-12 17:56:43,"$101,907.58",$2.03T,$64.28B,19.94M BTC,1.13% (24h),82%,18%
2025-11-12 18:18:47,"$101,866.94",$2.03T,$65.29B,19.94M BTC,1.18% (24h),82%,18%
2025-11-12 18:34:17,"$101,875.38",$2.03T,$65.51B,19.94M BTC,1.01% (24h),82%,18%
2025-11-12 18:47:24,"$101,585.33",$2.02T,$64.43B,19.94M BTC,1.33% (24h),82%,18%
2025-11-12 18:56:59,"$101,576.06",$2.02T,$64.39B,19.94M BTC,1.41% (24h),82%,18%
2025-11-12 20:23:06,"$102,224.08",$2.03T,$64.51B,19.94M BTC,0.91% (24h),82%,18%
2025-11-12 22:00:01,"$102,060.27",$2.03T,$67.73B,19.94M BTC,1.02% (24h),82%,18%
2025-11-12 22:51:03,"$102,414.98",$2.04T,$66.4B,19.94M BTC,0.95% (24h),82%,18%
2025-11-12 23:16:06,"$102,040.48",$2.03T,$71.28B,19.94M BTC,1.32% (24h),82%,18%
